name,longitude,latitude
courmelles,3.31667,49.35
bichancourt,3.21667,49.5833
beauvois en vermandois,3.1,49.8167
priez,3.26667,49.1333
chassemy,3.5,49.3833
etrepilly,3.33333,49.0833
artemps,3.18333,49.7667
frieres faillouel,3.25,49.6667
wiege faty,3.73333,49.8833
saint nicolas aux bois,3.41667,49.6
gricourt,3.25,49.8833
blesmes,3.45,49.0333
ville savoye,3.63333,49.3
mercin et vaux,3.28333,49.3833
chevresis monceau,3.56667,49.75
beaurevoir,3.3,50
saint bandry,3.16667,49.3667
vregny,3.41667,49.4167
vadencourt,3.58333,49.9333
vierzy,3.28333,49.2833
caillouel crepigny,3.15,49.6167
nizy le comte,4.05,49.5667
vendieres,3.45,48.8667
buzancy,3.35,49.3167
jeantes,4.05,49.8
connigis,3.53333,49.0333
torcy en valois,3.26667,49.0833
coucy la ville,3.33333,49.5333
goudelancourt les pierrepont,3.85473,49.6689
passy en valois,3.2,49.1667
montgru saint hilaire,3.33333,49.1833
mont d origny,3.48333,49.8333
vassogne,3.73333,49.4167
maissemy,3.2,49.8833
rogny,3.81667,49.7667
venerolles,3.63333,49.9667
clamecy,3.36667,49.4333
viel arcy,3.61667,49.3833
guyencourt,3.83333,49.35
mennevret,3.55,49.9833
caulaincourt,3.1,49.8667
oulchy le chateau,3.35,49.2
guise,3.63333,49.9
champs,3.25,49.5333
sainte preuve,3.91667,49.6167
proix,3.56667,49.9
ambleny,3.18333,49.3833
ribeauville,3.58333,50.05
tugny et pont,3.15,49.75
fresnes,3.36973,49.5539
bourguignon sous montbavin,3.54139,49.5281
neuvillette,3.46667,49.85
saint thomas,3.81667,49.5
marfontaine,3.78333,49.8
besmont,4.11667,49.8333
lehaucourt,3.28333,49.9167
brissy hamegicourt,3.38028,49.7437
plomion,4.01667,49.8
savy,3.18333,49.8
puisieux et clanlieu,3.66667,49.85
ciry salsogne,3.46667,49.3667
crupilly,3.75,49.9167
dommiers,3.21667,49.3333
etreillers,3.15,49.8167
chouy,3.25,49.2
landifay et bertaignemont,3.6,49.8167
silly la poterie,3.15,49.2
nauroy,3.25,49.95
lime,3.55,49.3167
aubigny aux kaisnes,3.11667,49.7833
monceau le waast,3.7,49.6167
cuiry les iviers,4.10973,49.7614
regny,3.41667,49.8167
villers saint christophe,3.1,49.7833
chaillevois,3.51667,49.5167
vezilly,3.7,49.1833
lappion,3.96667,49.6167
fresnes en tardenois,3.55,49.15
grand rozoy,3.38333,49.2333
conde sur suippe,3.95,49.4167
celles les conde,3.56667,49.0167
cessieres,3.48333,49.5667
courboin,3.5,49
verdilly,3.41667,49.0667
sorbais,3.9,49.9167
thenailles,3.95,49.8167
menneville,4,49.4167
bonneil,3.35,49
couvron et aumencourt,3.51667,49.65
chavignon,3.51667,49.4833
gandelu,3.18333,49.1
le thuel,4.07695,49.6495
septvaux,3.38333,49.5667
neufchatel sur aisne,4.03333,49.4333
boncourt,3.95,49.6167
monampteuil,3.56667,49.4833
villiers saint denis,3.26723,48.9931
glennes,3.71667,49.35
jussy,3.23333,49.7167
croix fonsomme,3.4,49.9167
bertaucourt epourdon,3.38333,49.6167
bucilly,4.08333,49.8833
saint thibaut,3.61667,49.3
landouzy la ville,4.05,49.8667
goudelancourt les berrieux,3.84917,49.4967
colligis crandelain,3.65,49.4833
nesles la montagne,3.41667,49.0167
la capelle,3.91639,49.9773
aizelles,3.81667,49.4833
vermand,3.15,49.8667
monthiers,3.3,49.1
saint pierremont,3.88333,49.7167
celles sur aisne,3.48333,49.4167
evergnicourt,4.03333,49.4333
fossoy,3.48333,49.05
muscourt,3.75,49.3667
chaudardes,3.78333,49.3833
remigny,3.28333,49.7167
mons en laonnois,3.55334,49.5373
charly sur marne,3.28528,48.9773
chateau thierry,3.4,49.05
eppes,3.73333,49.55
vauxrezis,3.28056,49.4137
chatillon les sons,3.68333,49.75
vivieres,3.1,49.3
coyolles,3.05,49.2333
rozieres sur crise,3.35,49.3333
thenelles,3.46667,49.8167
nogentel,3.4,49.0167
la chapelle sur chezy,3.38333,48.95
concevreux,3.78333,49.3833
grandrieux,4.18333,49.7333
origny en thierache,4.01667,49.9
achery,3.38333,49.6833
lesdins,3.33333,49.9
liez,3.28333,49.6833
haramont,3.05,49.2833
mennessis,3.26667,49.7
levergies,3.31667,49.9333
ollezy,3.13333,49.7167
colonfay,3.7,49.85
vauxbuin,3.3,49.3667
la vallee mulatre,3.56667,50.0167
revillon,3.7,49.3667
watigny,4.2,49.9
grand verly,3.58333,49.9333
troesnes,3.16973,49.1931
nouvion et catillon,3.48333,49.7
villers helon,3.26667,49.2667
buironfosse,3.83333,49.9667
courchamps,3.26667,49.1167
noyant et aconin,3.33333,49.3333
saint simon,3.16667,49.75
beautor,3.33333,49.65
presles et thierny,3.61667,49.5167
monceau les leups,3.48333,49.6667
montcornet,4.01723,49.6956
viels maisons,3.4,48.9
marizy sainte genevieve,3.2,49.1833
autreppes,3.85,49.9
moy de l aisne,3.36667,49.75
any martin rieux,4.2165,49.8833
esqueheries,3.75,49.9833
trosly loire,3.23333,49.5167
fayet,3.25,49.8667
harcigny,3.98333,49.8
itancourt,3.35,49.8
brie,3.4825,49.6009
hinacourt,3.28333,49.7333
latilly,3.31667,49.15
holnon,3.21667,49.8667
marchais,3.81667,49.5833
parpeville,3.55,49.7667
vic sur aisne,3.11667,49.4
vigneux hocquet,3.98333,49.7333
vezaponin,3.23333,49.4667
braye en thierache,3.96667,49.7833
retheuil,3.01667,49.3167
fesmy le sart,3.67834,50.042
corbeny,3.81667,49.4667
fluquieres,3.15,49.8
pont saint mard,3.28333,49.5
montlevon,3.53333,48.9667
epagny,3.25,49.4667
vincy reuil et magny,4.05,49.7167
montigny sous marle,3.8,49.75
bois les pargny,3.65,49.7167
renneval,4.05,49.7333
travecy,3.35,49.6833
lesges,3.5,49.3
crecy sur serre,3.61667,49.7
la selve,4,49.5667
neuville saint amand,3.33333,49.8167
bouresches,3.3,49.0667
beaume,4.15,49.8333
le nouvion en thierache,3.78333,50.0167
erlon,3.71667,49.7167
viry noureuil,3.25,49.6333
lizy,3.46667,49.5167
dravegny,3.63333,49.2333
suzy,3.46667,49.55
deuillet,3.35,49.6333
molinchart,3.53333,49.5667
la ville aux bois les pontavert,3.84973,49.4278
arrancy,3.75,49.4833
saint christophe a berry,3.13333,49.4167
gronard,3.88333,49.7833
crepy,3.51389,49.6042
bruyeres et montberault,3.66667,49.5167
bethancourt en vaux,3.15,49.6167
vauxaillon,3.4,49.4833
charteves,3.5,49.0833
marcy sous marle,3.73333,49.7333
clacy et thierret,3.56667,49.55
goussancourt,3.66667,49.1667
margival,3.4,49.4333
barzy sur marne,3.55,49.0833
pinon,3.45,49.4833
brancourt en laonnois,3.41667,49.5167
vassens,3.15,49.4667
essigny le grand,3.28333,49.7667
cheret,3.68333,49.5167
essigny le petit,3.36667,49.9
mareuil en dole,3.55,49.25
saint quentin,3.28333,49.85
vendhuile,3.21667,50.0167
contescourt,3.23333,49.8
monnes,3.21667,49.15
domptin,3.28333,49.0167
besme,3.16667,49.5333
vauxcere,3.63333,49.35
molain,3.51667,50.0167
ployart et vaurseine,3.74445,49.4884
hautevesnes,3.23333,49.1167
couvrelles,3.48333,49.35
buire,4.05,49.9
aulnois sous laon,3.6,49.6167
courmont,3.56667,49.15
pargnan,3.7,49.4
martigny courpierre,3.68333,49.4833
saint mard,3.58334,49.387
coucy le chateau auffrique,3.3225,49.5203
dallon,3.23333,49.8167
armentieres sur ourcq,3.38333,49.1833
mezieres sur oise,3.4,49.7667
bergues sur sambre,3.71667,50.0333
la neuville bosmont,3.85,49.7167
montreuil aux lions,3.2,49.0167
meurival,3.76667,49.35
septmonts,3.35,49.3333
pleine selve,3.51667,49.7833
bellicourt,3.23333,49.95
ancienville,3.21667,49.2167
leschelle,3.76667,49.9667
fieulaine,3.45,49.8833
villers agron aiguizy,3.7,49.15
fere en tardenois,3.51667,49.2
cramaille,3.45,49.2333
homblieres,3.36667,49.85
ognes,3.19417,49.6109
gouy,3.25473,50.0017
ressons le long,3.15,49.3833
bucy les pierrepont,3.9,49.65
nouvion le vineux,3.61667,49.5
rozoy bellevalle,3.45,48.9167
rouvroy sur serre,4.16667,49.7167
versigny,3.43333,49.65
assis sur serre,3.56667,49.6833
vaux andigny,3.51667,50.0167
fontaine les vervins,3.9,49.85
luzoir,3.96667,49.9333
montbrehain,3.35,49.9667
erloy,3.81667,49.9
papleux,3.88333,50.0167
seboncourt,3.48333,49.95
hannapes,3.61667,49.9667
monceau sur oise,3.7,49.9
froidmont cohartille,3.7,49.6833
resigny,4.2,49.7333
sery les mezieres,3.41667,49.7667
merlieux et fouquerolles,3.5,49.5167
l epine aux bois,3.45,48.8833
andelain,3.36667,49.6333
jeancourt,3.15,49.9333
essises,3.41667,48.9667
villers cotterets,3.08333,49.25
soupir,3.6,49.4167
camelin,3.13417,49.5248
longueval barbonval,3.65278,49.3595
gergny,3.91667,49.9167
bohain en vermandois,3.45,49.9833
wimy,4,49.9333
mondrepuis,4.06667,49.9667
chamouille,3.66667,49.4667
rougeries,3.8,49.8
hary,3.93333,49.7833
iviers,4.13333,49.7833
noroy sur ourcq,3.21667,49.2
danizy,3.38333,49.65
gauchy,3.26667,49.8167
laffaux,3.41667,49.45
pouilly sur serre,3.58333,49.6833
trucy,3.61667,49.4667
vesles et caumont,3.78333,49.6667
oulchy la ville,3.35,49.2167
bourguignon sous coucy,3.16667,49.55
coucy les eppes,3.76667,49.55
juvincourt et damary,3.9,49.45
trefcon,3.1,49.8667
voyenne,3.71667,49.7167
launoy,3.4,49.2667
craonnelle,3.76667,49.4333
vendresse beaulne,3.66667,49.4333
braye en laonnois,3.61667,49.4333
sancy les cheminots,3.46667,49.4333
remies,3.53333,49.6833
pierremande,3.25,49.5667
cerny les bucy,3.53333,49.5833
pasly,3.3,49.4
autreville,3.23333,49.5833
oeuilly,3.68333,49.3833
saint paul aux bois,3.2,49.5333
lucy le bocage,3.28333,49.05
coupru,3.26667,49.0333
augy,3.51667,49.3333
essomes sur marne,3.36667,49.0333
venizel,3.38333,49.3667
neure,2.98333,46.75
andelaroche,3.75,46.25
limoise,3.05,46.6833
vendat,3.35,46.15
louchy montfand,3.25,46.3167
desertines,2.61667,46.35
montaiguet en forez,3.8,46.2667
saint yorre,3.46667,46.0667
garnat sur engievre,3.65,46.6333
arronnes,3.56667,46.0667
chezelle,3.11667,46.2167
chatelus,3.73389,46.1931
la chapelle aux chasses,3.53333,46.6667
saint palais,2.3,46.4333
fleuriel,3.16667,46.2833
lavault sainte anne,2.6,46.3167
bayet,3.26667,46.25
servilly,3.6,46.2833
chatillon,3.13333,46.4667
huriel,2.48333,46.3667
deux chaises,3.03333,46.3833
saint priest en murat,2.91667,46.35
villebret,2.63333,46.2667
neuilly en donjon,3.88333,46.35
saint fargeol,2.63333,46.1333
isle et bardais,2.8,46.6833
domerat,2.53333,46.35
taxat senat,3.13333,46.2
saint menoux,3.15,46.5833
archignat,2.41667,46.3833
saligny sur roudon,3.75,46.4667
montord,3.23333,46.3
souvigny,3.18333,46.5333
louroux hodement,2.71667,46.4667
hyds,2.83333,46.2833
buxieres les mines,2.96667,46.4667
beaulon,3.66667,46.6
valignat,3.06667,46.1833
doyet,2.8,46.3333
vallon en sully,2.6,46.5333
meaulne,2.61667,46.6
bourbon l archambault,3.05,46.5833
neris les bains,2.66667,46.2833
lavoine,3.7,45.9667
liernolles,3.76667,46.3833
meillers,3.08333,46.5
arfeuilles,3.7275,46.1562
bouce,3.48333,46.3167
teillet argenty,2.51195,46.2595
yzeure,3.35,46.5667
gannat,3.2,46.1
loddes,3.76667,46.2833
chouvigny,3,46.1333
la ferte hauterive,3.33333,46.4
espinasse vozelle,3.31667,46.1333
neuvy,3.28333,46.55
chappes,2.92667,46.3878
theneuille,2.86667,46.5833
saint ennemond,3.41667,46.6667
montlucon,2.6,46.3333
vitray,2.66667,46.6167
cressanges,3.16667,46.45
autry issards,3.13333,46.55
viplaix,2.38333,46.45
chazemais,2.53333,46.4833
saint leger sur vouzance,3.93333,46.4
besson,3.26667,46.4667
mesples,2.35,46.4333
ferrieres sur sichon,3.63333,46.0167
le montet,3.05,46.4
treteau,3.53333,46.3667
saint bonnet troncais,2.69334,46.66
ainay le chateau,2.7,46.7167
braize,2.65,46.6667
vaumas,3.63333,46.45
valigny,2.81667,46.7167
saint remy en rollat,3.4,46.1833
montilly,3.25,46.6167
arpheuilles saint priest,2.68333,46.2333
saint bonnet de four,2.91667,46.3167
chamblet,2.7,46.3333
colombier,2.8,46.2667
paray le fresil,3.61667,46.65
saint germain de salles,3.21667,46.1833
le brethon,2.71667,46.5667
le mayet de montagne,3.66667,46.0667
beaune d allier,2.88333,46.2833
thionne,3.56667,46.4
gouise,3.43333,46.4167
bressolles,3.31667,46.5167
montoldre,3.45,46.3333
saint loup,3.38333,46.35
fourilles,3.2,46.2333
le bouchaud,3.88333,46.3
gipcy,3.06667,46.5
saint victor,2.60806,46.395
neuilly le real,3.41667,46.45
saint christophe,3.57556,46.1667
mercy,3.51667,46.45
le mayet d ecole,3.23333,46.1667
chamberat,2.41667,46.4167
monetay sur allier,3.3,46.3833
malicorne,2.78333,46.3
verneuil en bourbonnais,3.25,46.3333
cindre,3.56667,46.3167
bellerive sur allier,3.4,46.1167
perigny,3.55,46.25
barrais bussolles,3.73333,46.2833
saint prix,3.65,46.2333
blomard,2.98333,46.2833
luneau,3.95,46.3667
saint martin des lais,3.65,46.6667
courcais,2.43333,46.4667
saulzet,3.21667,46.1333
ussel d allier,3.18333,46.2167
saint pierre laval,3.78333,46.2
marcillat en combraille,2.63333,46.1667
saint didier la foret,3.34389,46.2253
mazerier,3.18333,46.1333
durdat larequille,2.7,46.25
monteignet sur l andelot,3.25,46.1167
saint priest d andelot,3.16667,46.0667
gennetines,3.40861,46.6364
busset,3.51667,46.0667
givarlais,2.65,46.45
echassieres,2.93333,46.1833
chatelperron,3.65,46.3833
charmes,3.25,46.0833
villefranche d allier,2.86667,46.4
brugheas,3.36667,46.0833
saint martinien,2.46667,46.3333
le breuil,3.65833,46.1833
saint pourcain sur sioule,3.28333,46.3
sazeret,2.96667,46.35
vichy,3.41667,46.1167
vernusse,2.98333,46.2833
jaligny sur besbre,3.59195,46.3798
droiturier,3.71667,46.2333
le vernet,3.46278,46.1087
herisson,2.71667,46.5167
deneuille les chantelle,3.14667,46.2453
coulandon,3.25,46.55
molles,3.56667,46.1
saint gerand de vaux,3.4,46.3667
avrilly,3.98333,46.3333
varennes sur teche,3.63333,46.3167
le veurdre,3.05,46.75
nassigny,2.6,46.5
urcay,2.6,46.6333
deneuille les mines,2.78333,46.3667
bellenaves,3.08333,46.2
hauterive,3.45,46.0833
treignat,2.33333,46.35
noyant d allier,3.11667,46.4833
bagneux,3.2,46.65
saint voir,3.51667,46.4
bransat,3.21667,46.3333
le theil,3.13333,46.35
le donjon,3.8,46.35
montbeugny,3.48333,46.5333
louroux de beaune,2.86667,46.3
sanssat,3.46667,46.2667
commentry,2.75,46.2833
cognat lyonne,3.3,46.1
seuillet,3.46667,46.2
poezat,3.21667,46.0833
estivareilles,2.61667,46.4167
la chapelle,3.58333,46.1
isserpent,3.61667,46.15
saint desire,2.43333,46.5
montcombroux les mines,3.73333,46.35
vieure,2.88333,46.5
saint aubin le monial,3.01667,46.5167
monetay sur loire,3.81667,46.4333
bert,3.7,46.3167
saint felix,3.48333,46.2333
saint angel,2.6975,46.3575
serbannes,3.36667,46.1
barberier,3.25,46.2167
treban,3.16667,46.4
lafeline,3.16667,46.35
biozat,3.26667,46.0667
quinssaines,2.51667,46.3333
ygrande,2.95,46.55
escurolles,3.26667,46.1333
venas,2.76667,46.4667
vaux,2.6,46.425
rongeres,3.45,46.3
montmarault,2.95,46.3167
premilhat,2.53333,46.3167
chapeau,3.51667,46.4833
lamaids,2.43333,46.3
laprugne,3.75,45.9833
saint bonnet de rochefort,3.13333,46.15
letelon,2.58556,46.6562
nizerolles,3.63333,46.1
villeneuve sur allier,3.25,46.65
verneix,2.66667,46.4
saint eloy d allier,2.35,46.4833
gannay sur loire,3.61667,46.7333
audes,2.56667,46.45
nades,2.98333,46.1667
molinet,3.93333,46.4667
saint didier en donjon,3.85,46.3833
chatel de neuvre,3.31667,46.4
saint leon,3.68333,46.4
lurcy levis,2.93333,46.7167
meillard,3.23333,46.4
chavroches,3.6,46.35
murat,2.91667,46.4
chateau sur allier,3.03333,46.7667
bezenet,2.85,46.3333
ronnet,2.7,46.2
target,3.05,46.3
chareil cintrat,3.21667,46.2667
mazirat,2.53333,46.2333
pouzy mesangy,3,46.7167
saint leopardin d augy,3.11667,46.6833
saint hilaire,3.02,46.4945
maillet,2.65,46.4833
lenax,3.8,46.3
la petite marche,2.56667,46.2
sainte therence,2.55,46.2333
coutansouze,3.03333,46.2167
agonges,3.15,46.6
vicq,3.1,46.1333
bost,3.51861,46.1789
abrest,3.43333,46.1
billy,3.43333,46.2333
saint clement,3.70445,46.062
saint etienne de vicq,3.53333,46.1833
saint plaisir,2.96667,46.6167
chemilly,3.31667,46.4833
reugny,2.61667,46.4667
magnet,3.5,46.2167
lapalisse,3.63333,46.25
saint sauvier,2.33333,46.3833
billezois,3.56667,46.2167
cosne d allier,2.83333,46.4667
chirat l eglise,3.05,46.25
avermes,3.3,46.5833
voussac,3.06667,46.3167
saint pourcain sur besbre,3.65,46.4667
diou,3.75,46.5333
brout vernet,3.28333,46.1833
la chapelaude,2.5,46.4167
langy,3.46667,46.2667
saint germain des fosses,3.43333,46.2
charroux,3.16139,46.185
sussat,3.05,46.15
veauce,3.06667,46.1667
naves,3.1,46.1833
aubigny,3.16667,46.6833
lalizolle,3,46.15
saulcet,3.26667,46.3333
chatel montagne,3.68333,46.1167
bizeneuille,2.73333,46.4
terjat,2.61667,46.2
aurouer,3.3,46.6833
couzon,3.11667,46.65
cusset,3.46667,46.1333
monestier,3.11667,46.25
saint gerand le puy,3.51667,46.25
saint marcel en marcillat,2.58333,46.15
trevol,3.3,46.6333
le vilhain,2.8,46.5667
lusigny,3.48333,46.6
saint marcel en murat,3.01667,46.3333
crechy,3.41667,46.2667
chavenon,2.95,46.4167
marigny,3.2,46.5833
trezelles,3.6,46.3333
la celle,2.78472,46.2287
saint pont,3.3,46.1667
coulanges,3.86667,46.4833
saint sornin,3.01667,46.4167
creuzier le vieux,3.43333,46.1667
montaigu le blin,3.5,46.3
couleuvre,2.91667,46.6667
moulins,3.33333,46.5667
ebreuil,3.08333,46.1167
le pin,3.89417,46.4125
begues,3.15,46.1333
la chabanne,3.75278,46.0217
saint nicolas des biefs,3.78333,46.0667
chantelle,3.15,46.2333
chassenard,3.98333,46.45
bessay sur allier,3.36667,46.4333
louroux bourbonnais,2.85,46.5333
loriges,3.35,46.2833
toulon sur allier,3.36667,46.5167
mariol,3.5,46.0167
chezy,3.46667,46.6167
thiel sur acolin,3.58333,46.5167
tronget,3.06667,46.4167
jenzat,3.2,46.1667
rocles,3.03333,46.4333
bresnay,3.25,46.45
la guillermie,3.65,45.9833
sauvagny,2.81667,46.45
cerilly,2.83333,46.6167
sorbier,3.66667,46.3667
contigny,3.3,46.3667
cesset,3.21667,46.3
paray sous briailles,3.365,46.2903
montvicq,2.81667,46.3167
saint caprais,2.73333,46.55
varennes sur allier,3.4,46.3167
creuzier le neuf,3.43333,46.1833
franchesse,3.03333,46.6333
dompierre sur besbre,3.68333,46.5167
etroussat,3.21667,46.2167
charmeil,3.4,46.1667
chevagnes,3.55,46.6167
pierrefitte sur loire,3.81667,46.5
saint genest,2.6,46.2667
tortezais,2.86667,46.45
louroux de bouble,2.98333,46.2167
lignerolles,2.56667,46.2833
marcenat,3.5,46.2333
la robine sur galabre,6.21751,44.1703
turriers,6.16667,44.4
theze,5.91667,44.3167
rougon,6.4,43.8
blieux,6.36667,43.8667
valbelle,5.88333,44.15
saint jeannet,6.11667,43.95
quinson,6.03333,43.7
les mees,5.98333,44.0333
la mure argens,6.52056,43.9795
curel,5.66667,44.1833
villeneuve,5.86667,43.9
montfort,5.96667,44.0667
la rochette,6.89056,43.915
vaumeilh,5.95,44.2833
entrages,6.26667,44.05
seyne,6.35,44.35
marcoux,6.28333,44.1333
colmars,6.63333,44.1833
chateauneuf miravail,5.71667,44.15
forcalquier,5.78333,43.9667
vacheres,5.63333,43.9333
saint julien d asse,6.1,43.9167
mirabeau,6.08333,44.0667
entrevaux,6.81667,43.95
dauphin,5.78333,43.9
saint pierre,6.92445,43.912
puimichel,6.01667,43.9667
sausses,6.78333,44.0167
braux,6.68333,43.9833
faucon du caire,6.1,44.4
saint maime,5.8,43.9
saint geniez,6.05,44.25
le castellet,5.98333,43.9333
enchastrayes,6.7,44.3667
aiglun,6.13333,44.0667
claret,5.95,44.3667
saint martin les eaux,5.75,43.8833
le chaffaut saint jurson,6.15028,44.0381
revest du bion,5.55,44.0833
la rochegiron,5.65,44.0833
clumanc,6.41667,44.0333
demandolx,6.58333,43.8667
les thuiles,6.56667,44.4
saint etienne les orgues,5.78333,44.05
ongles,5.73333,44.0333
montagnac montpezat,6.09556,43.7792
la palud sur verdon,6.34167,43.78
saint vincent les forts,6.38333,44.45
la brillanne,5.88333,43.9167
pierrerue,5.83333,43.95
tartonne,6.38333,44.0667
val de chalvagne,6.80778,43.9142
entrepierres,5.98333,44.2
aubenas les alpes,5.68333,43.9333
meyronnes,6.8,44.4833
thorame basse,6.5,44.0833
montsalier,5.60917,44.0123
saint laurent du verdon,6.06667,43.7167
allemagne en provence,6.01667,43.7833
montfuron,5.7,43.8333
saint michel l observatoire,5.71667,43.9167
soleilhas,6.65,43.85
larche,6.85,44.45
pierrevert,5.75,43.8167
sainte croix du verdon,6.15139,43.7589
volx,5.85,43.8833
saint paul sur ubaye,6.75167,44.515
sigoyer,5.95,44.3167
le castellard melan,6.13333,44.1833
bevons,5.9,44.1833
aubignosc,5.96667,44.1333
clamensane,6.06667,44.3167
l escale,6.03333,44.0833
chateau arnoux saint auban,6.00917,44.0942
archail,6.33333,44.1167
saint jacques,6.41667,43.9667
chateaufort,6.01667,44.2667
l hospitalet,5.7,44.0833
villemus,5.7,43.8667
niozelles,5.83333,43.9333
le vernet,6.4,44.2833
mallemoisson,6.13333,44.05
oppedette,5.6,43.9333
le lauzet ubaye,6.43333,44.4333
barreme,6.36667,43.95
valavoire,6.08333,44.2667
cruis,5.83333,44.0667
jausiers,6.73333,44.4167
mane,5.76667,43.9333
esparron de verdon,5.98333,43.7333
simiane la rotonde,5.56667,43.9833
montclar,6.33333,44.4
estoublon,6.16667,43.9333
la garde,6.55,43.8333
puimoisson,6.13333,43.8667
bellaffaire,6.18333,44.4167
la motte du caire,6.03333,44.35
montjustin,5.63333,43.85
riez,6.1,43.8167
bras d asse,6.11667,43.9167
sainte tulle,5.76667,43.7833
redortiers,5.65,44.0833
allos,6.63333,44.2333
moriez,6.46667,43.95
moustiers sainte marie,6.21667,43.85
saumane,5.68333,44.0833
mison,5.83333,44.2667
peyruis,5.93333,44.0333
verdaches,6.33333,44.2667
ubraye,6.7,43.9
la breole,6.3,44.45
thoard,6.15,44.15
saint benoit,6.73333,43.9667
beynes,6.23333,43.9833
valernes,5.96667,44.2667
malijai,6.03333,44.05
lurs,5.88333,43.9667
auzet,6.3,44.3
chateauneuf val saint donat,5.95,44.1
mallefougasse auges,5.89778,44.0662
saint lions,6.4,43.9833
angles,6.56667,43.9333
nibles,6.01667,44.2833
revest saint martin,5.81667,44.0333
reillanne,5.66667,43.8833
allons,6.6,43.9667
castellane,6.51667,43.85
ganagobie,5.91667,44
volonne,6.01667,44.1167
montlaux,5.84445,44.047
oraison,5.91667,43.9167
saint andre les alpes,6.5,43.9667
vergons,6.58333,43.9167
sigonce,5.83333,44
chaudon norante,6.35,43.9833
barles,6.26667,44.2667
gigors,6.15,44.4167
pontis,6.36667,44.5
limans,5.73333,43.9833
meolans revel,6.51167,44.4014
lardiers,5.71667,44.05
authon,6.13333,44.2333
prads haute bleone,6.44334,44.22
mezel,6.2,43.9833
uvernet fours,6.62612,44.3612
barcelonnette,6.65,44.3833
faucon de barcelonnette,6.68333,44.4
valensole,5.98333,43.8333
salignac,5.98333,44.1667
corbieres,5.75,43.7667
le brusquet,6.3,44.15
le caire,6.05,44.3667
