name,longitude,latitude
custines,6.15,48.8
tellancourt,5.63333,49.5
tremblecourt,5.93333,48.8
chenieres,5.76667,49.4667
thorey lyautey,6.03333,48.45
saint supplet,5.73333,49.3833
migneville,6.78333,48.5333
chaligny,6.08333,48.6333
essey la cote,6.46667,48.4333
ferrieres,6.3,48.55
chaouilley,6.06667,48.4333
raville sur sanon,6.5,48.65
hatrize,5.91667,49.2
fey en haye,5.96667,48.9
laneuveville aux bois,6.65,48.6167
remoncourt,6.73667,48.6592
othe,5.43333,49.5
saint ail,5.99556,49.1812
lorey,6.3,48.5
giraumont,5.91667,49.1667
baccarat,6.75,48.45
bonviller,6.5,48.6333
bey sur seille,6.33333,48.8
saint germain,6.33333,48.4333
morville sur seille,6.15,48.9167
grand failly,5.5,49.4167
pierre la treiche,5.93333,48.65
lemainville,6.2,48.5
saulnes,5.81667,49.5333
saint mard,6.3,48.5
tiercelet,5.88333,49.4667
flirey,5.83333,48.8833
beuveille,5.68333,49.4333
saulxerotte,5.95,48.4667
mexy,5.78333,49.5
bagneux,5.88333,48.55
lanfroicourt,6.33333,48.8
saint clement,6.6,48.5333
onville,5.96667,49.0167
laix,5.78333,49.45
thil,5.9,49.4667
bionville,7.01667,48.4833
menil la tour,5.86667,48.7667
villers les moivrons,6.25,48.8167
mairy mainville,5.85889,49.3037
fontenoy sur moselle,5.98333,48.7167
bures,6.58333,48.7
murville,5.83333,49.3333
doncourt les conflans,5.93333,49.15
bremenil,6.91667,48.5167
glonville,6.68333,48.4667
einville au jard,6.48333,48.65
rosieres en haye,6,48.7833
mancieulles,5.88333,49.2833
cirey sur vezouze,6.94751,48.5809
conflans en jarnisy,5.85,49.1667
ogeviller,6.71667,48.55
sainte pole,6.81667,48.5167
frolois,6.13333,48.5667
thuilley aux groseilles,5.96667,48.5667
bulligny,5.85,48.5833
vaxainville,6.75,48.5167
velle sur moselle,6.28333,48.5333
jevoncourt,6.16667,48.4167
pettonville,6.75,48.5333
marainviller,6.6,48.5833
loisy,6.1,48.8667
fraisnes en saintois,6.05,48.3833
remenoville,6.46667,48.4667
pompey,6.11667,48.7667
amance,6.28333,48.7667
manonviller,6.65,48.5833
atton,6.08333,48.9
domgermain,5.81667,48.65
fenneviller,6.88333,48.4833
embermenil,6.7,48.6333
saint firmin,6.13333,48.4167
xonville,5.85,49.05
dommartin les toul,5.9,48.6667
mazerulles,6.38333,48.75
mont sur meurthe,6.45,48.55
norroy les pont a mousson,6.03333,48.9333
voinemont,6.16667,48.5167
jezainville,6.03333,48.8667
sionviller,6.53333,48.6333
lexy,5.73333,49.5
villey le sec,5.98333,48.6667
lachapelle,6.78333,48.4167
joppecourt,5.78333,49.3833
romain,6.36667,48.5167
harbouey,6.88333,48.5667
saint pancre,5.65,49.5333
croismare,6.56667,48.6
ugny,5.7,49.4667
moncel les luneville,6.53333,48.5667
allondrelle la malmaison,5.56667,49.5167
vitrimont,6.43333,48.6
allamont,5.76667,49.1167
villecey sur mad,5.96667,49
ludres,6.16667,48.6167
saint julien les gorze,5.9,49.0167
maron,6.05,48.6333
champey sur moselle,6.06667,48.95
repaix,6.83333,48.6167
montigny sur chiers,5.66667,49.4833
chazelles sur albe,6.78333,48.5833
ansauville,5.83333,48.8167
flavigny sur moselle,6.18333,48.5667
fleville lixieres,5.81667,49.25
pont saint vincent,6.1,48.6
jaillon,5.96667,48.75
moivrons,6.25,48.8167
benney,6.21667,48.5167
ville houdlemont,5.65,49.55
saint marcel,5.95,49.1167
igney,6.81389,48.6339
serrouville,5.88333,49.4
mailly sur seille,6.25,48.9167
herbeviller,6.75,48.55
rehon,5.75,49.5
laneuveville devant bayon,6.26667,48.4667
longuyon,5.6,49.4333
thelod,6.05,48.55
lubey,5.86667,49.25
puxe,5.8,49.15
lironville,5.91667,48.8667
bralleville,6.18333,48.4
charency vezin,5.51667,49.4833
pont a mousson,6.06667,48.9
avrainville,5.93333,48.7667
mangonville,6.28333,48.45
colmey,5.55,49.45
verdenal,6.81667,48.5833
bremoncourt,6.35,48.4833
blemerey,6.73445,48.5831
tantonville,6.13333,48.4667
viterne,6.03333,48.5833
les baroches,5.88333,49.2333
vezelise,6.08333,48.4833
champigneulles,6.16667,48.7333
chenicourt,6.28333,48.85
brehain la ville,5.88333,49.4333
ormes et ville,6.2,48.4833
griscourt,6.01667,48.8333
saint remy aux bois,6.4,48.4167
beuvillers,5.91667,49.3833
they sous vaudemont,6.06667,48.4
parroy,6.6,48.6833
gugney,6.06667,48.4
trieux,5.93333,49.3333
aboncourt,5.96667,48.3583
fremenil,6.71667,48.5667
virecourt,6.31667,48.4667
chanteheux,6.53333,48.6
manonville,5.91667,48.8333
briey,5.93333,49.25
bratte,6.21667,48.8167
moutrot,5.9,48.6
bouzanville,6.1,48.3667
lantefontaine,5.9,49.25
bruley,5.85,48.7167
brin sur seille,6.35,48.7833
saint remimont,6.24973,48.4981
autrey,6.13028,48.532
avril,5.96667,49.2833
gelacourt,6.73333,48.4833
bayonville sur mad,5.98333,49.0167
mamey,5.95,48.8667
xermamenil,6.46667,48.5333
affleville,5.76667,49.2667
coincourt,6.61667,48.7
houdreville,6.1,48.5
blenod les toul,5.83333,48.6
velaine sous amance,6.31667,48.7167
neuviller les badonviller,6.88333,48.5167
germonville,6.21667,48.4
ceintrey,6.16667,48.5333
veho,6.71667,48.6
crevechamps,6.26667,48.5333
heillecourt,6.2,48.65
housseville,6.11667,48.4
lenoncourt,6.3,48.6667
puxieux,5.88333,49.0833
luneville,6.5,48.6
sponville,5.83333,49.0667
haroue,6.18333,48.4667
essey et maizerais,5.81667,48.9167
clayeures,6.4,48.4667
gerbecourt et haplemont,6.16667,48.4833
villacourt,6.35,48.45
essey les nancy,6.23333,48.7
seichamps,6.26667,48.7167
lagney,5.83333,48.7333
maxeville,6.16667,48.7167
ville sur yron,5.86667,49.1167
vandoeuvre les nancy,6.18333,48.65
ogneville,6.06667,48.4833
crusnes,5.91667,49.4333
tramont emy,5.95,48.4
auboue,5.98333,49.2167
reillon,6.75,48.6
jeandelize,5.8,49.1667
neuves maisons,6.1,48.6167
grimonviller,6,48.3833
raon les leau,7.1,48.5083
laneuvelotte,6.3,48.7333
charmois,6.38333,48.5333
dombasle sur meurthe,6.35,48.6333
affracourt,6.16667,48.4667
bienville la petite,6.51667,48.6333
dolcourt,5.98333,48.4833
autreville sur moselle,6.11667,48.8167
villette,5.55,49.4667
vandelainville,5.96667,49.0167
hammeville,6.06667,48.5
mereville,6.15,48.6
brainville,5.80556,49.1289
toul,5.9,48.6833
mouacourt,6.63333,48.6833
vathimenil,6.61667,48.5
chavigny,6.13333,48.6333
courbesseaux,6.4,48.6833
villers les nancy,6.15,48.6667
mousson,6.08333,48.9
thumereville,5.8,49.2
montenoy,6.23333,48.8
eply,6.18333,48.9167
gibeaumeix,5.73333,48.5833
tronville,5.91667,49.0833
andilly,5.88333,48.7667
villers en haye,6.01667,48.8333
mars la tour,5.9,49.1
bouvron,5.88333,48.7333
saxon sion,6.08333,48.4333
vaudigny,6.2,48.4333
quevilloncourt,6.1,48.4667
bainville aux miroirs,6.28333,48.4333
chenevieres,6.63333,48.5167
sexey les bois,6.01667,48.7167
domprix,5.75,49.3333
laneuveville derriere foug,5.80445,48.71
azerailles,6.7,48.4833
abaucourt,6.25,48.9
amenoncourt,6.78333,48.6333
ville au montois,5.78333,49.4167
ozerailles,5.85,49.2333
villers le rond,5.48333,49.4667
liverdun,6.05,48.75
maixe,6.43333,48.65
avillers,5.73584,49.3234
haraucourt,6.36667,48.6667
tucquegnieux,5.88333,49.3
mouaville,5.76667,49.2167
pagny sur moselle,6.01667,48.9833
vandieres,6.03333,48.95
saizerais,6.05,48.8
domjevin,6.7,48.5833
bayon,6.31667,48.4833
homecourt,5.98333,49.2333
cosnes et romain,5.71667,49.5167
villers la montagne,5.81667,49.4667
viviers sur chiers,5.63333,49.4667
forcelles saint gorgon,6.1,48.45
ville en vermois,6.25,48.6167
gye,5.88333,48.6167
lamath,6.45,48.5333
colombey les belles,5.9,48.5333
fecocourt,6,48.4
courcelles,6.03778,48.3734
valleroy,5.91667,49.2
vacqueville,6.81667,48.4833
pagney derriere barine,5.85,48.7
malleloy,6.16667,48.8
pierre percee,6.93333,48.4667
gellenoncourt,6.38333,48.6833
coyviller,6.28333,48.5833
audun le roman,5.88333,49.3667
laxou,6.15,48.6833
henamenil,6.56667,48.6667
haussonville,6.33333,48.5333
bezange la grande,6.46667,48.75
han devant pierrepont,5.70667,49.3973
art sur meurthe,6.26667,48.65
fraimbois,6.55,48.5333
mercy le haut,5.83333,49.3667
buriville,6.7,48.5333
rigny saint martin,5.71667,48.6167
montfaucon d argonne,5.1325,49.2717
vassincourt,5.03333,48.8
saulmory et villefranche,5.16667,49.4333
saint julien sous les cotes,5.61667,48.8167
apremont la foret,5.63333,48.85
eton,5.66667,49.2833
sorcy saint martin,5.63333,48.7167
gussainville,5.68333,49.1667
han les juvigny,5.33333,49.4833
dun sur meuse,5.18333,49.3833
vigneul sous montmedy,5.33333,49.5167
regneville sur meuse,5.33333,49.25
baudonvilliers,5.01667,48.6833
raival,5.26778,48.8706
harville,5.73333,49.1
loupmont,5.66667,48.8667
taillancourt,5.7,48.5333
levoncourt,5.35,48.8333
couvertpuis,5.3,48.5833
grimaucourt pres sampigny,5.46667,48.8
mandres en barrois,5.38333,48.5
pillon,5.58333,49.3833
juvigny sur loison,5.33333,49.4667
gremilly,5.47695,49.277
chauvoncourt,5.51667,48.9
le bouchon sur saulx,5.23333,48.6167
nancois le grand,5.38333,48.7167
rouvrois sur meuse,5.51667,48.95
behonne,5.18333,48.8
buxieres sous les cotes,5.66667,48.9167
bantheville,5.08333,49.35
koeur la grande,5.48333,48.85
brieulles sur meuse,5.18333,49.3333
houdelaincourt,5.46667,48.55
ville devant chaumont,5.43333,49.3
amanty,5.61667,48.5167
saulx les champlon,5.65417,49.0714
ecouviez,5.45,49.5333
robert espagne,5.03333,48.75
boncourt sur meuse,5.56667,48.8
laneuville au rupt,5.58333,48.7
beausite,5.19223,48.9681
ire le sec,5.38333,49.4833
erize la petite,5.25,48.9167
le neufour,4.98333,49.1333
rambucourt,5.75,48.8333
velaines,5.3,48.7
bouconville sur madt,5.71667,48.85
dieue sur meuse,5.41667,49.0667
rumont,5.28333,48.8333
lissey,5.35,49.3667
clery le petit,5.18333,49.3667
samogneux,5.33333,49.25
haironville,5.08333,48.6833
hevilliers,5.33333,48.6
chattancourt,5.26667,49.2167
champougny,5.7,48.55
velosnes,5.45,49.5
gondrecourt le chateau,5.5,48.5167
badonvilliers gerauvilliers,5.58584,48.55
chassey beaupre,5.43333,48.4667
julvecourt,5.18333,49.0667
baudignecourt,5.46667,48.5667
laimont,5.05,48.8333
nixeville blercourt,5.27473,49.1101
gery,5.3,48.7833
moulainville,5.49528,49.162
champneuville,5.31667,49.2333
moulotte,5.73333,49.1
lavallee,5.33333,48.8167
hermeville en woevre,5.58333,49.1833
osches,5.25,49.05
heudicourt sous les cotes,5.7,48.9333
buzy darmont,5.71028,49.1695
ambly sur meuse,5.45,49.0167
le claon,4.96667,49.1333
bonzee,5.59278,49.097
stainville,5.18333,48.65
tremont sur saulx,5.05,48.75
verneuil petit,5.41667,49.55
remoiville,5.36667,49.4417
naives en blois,5.55,48.6667
cumieres le mort homme,5.28084,49.2328
sommelonne,5.03333,48.6667
consenvoye,5.28333,49.2833
foucheres aux bois,5.25,48.6167
rupt sur othain,5.5,49.4167
ancerville,5.01973,48.6359
arrancy sur crusne,5.65862,49.4137
chardogne,5.11667,48.8333
ippecourt,5.2,49.0333
troyon,5.46417,49.0031
sampigny,5.51667,48.8333
latour en woevre,5.81667,49.0833
reville aux bois,5.35,49.35
baudremont,5.38333,48.8333
rouvrois sur othain,5.63333,49.3833
louppy le chateau,5.06667,48.8667
clery le grand,5.15,49.3667
boureuilles,5.05,49.2
merles sur loison,5.48333,49.3833
thillombois,5.4,48.95
resson,5.23333,48.7667
brizeaux,5.05,49
bazeilles sur othain,5.43333,49.5
saulvaux,5.47834,48.7084
loison,5.61667,49.3167
nantois,5.35,48.6333
seuzey,5.56667,48.9833
les monthairons,5.41667,49.05
pretz en argonne,5.15,48.95
lachalade,4.96667,49.1667
neuville les vaucouleurs,5.66667,48.5833
villecloye,5.4,49.5167
vadelaincourt,5.26667,49.0667
doulcon,5.16667,49.3667
menil la horgne,5.53333,48.7
ville en woevre,5.63333,49.1333
fains veel,5.12612,48.7903
senon,5.63333,49.2833
maucourt sur orne,5.5,49.25
louppy sur loison,5.35,49.45
amel sur l etang,5.65,49.2667
braquis,5.61667,49.15
verdun,5.38278,49.1598
lanheres,5.71667,49.2
vouthon haut,5.61667,48.4833
landrecourt lempire,5.34917,49.1039
lahayville,5.78333,48.8833
pareid,5.71667,49.1167
commercy,5.58333,48.75
belrain,5.31667,48.8667
bethincourt,5.23333,49.25
burey en vaux,5.66667,48.5667
septsarges,5.16667,49.2833
ribeaucourt,5.35,48.55
maizey,5.51667,48.9167
bovee sur barboure,5.51667,48.65
fresnes au mont,5.43333,48.9
boinville en woevre,5.66667,49.1833
lisle en barrois,5.13333,48.9
tilly sur meuse,5.43333,49
cousances les triconville,5.38695,48.7645
menil aux bois,5.45,48.8
rembercourt sommaisne,5.17889,48.9103
mont devant sassey,5.16667,49.4167
muzeray,5.61667,49.3333
stenay,5.18333,49.4833
lachaussee,5.81667,49.0333
ville devant belrain,5.33333,48.8667
bure,5.35667,48.5048
montigny les vaucouleurs,5.63333,48.5833
fleury devant douaumont,5.43445,49.195
mecrin,5.53333,48.8167
horville en ornois,5.46667,48.5
manheulles,5.6,49.1167
vaucouleurs,5.66667,48.6
meligny le petit,5.46667,48.6667
vaubecourt,5.11667,48.9333
azannes et soumazannes,5.46667,49.3
froidos,5.11667,49.05
grimaucourt en woevre,5.55,49.1667
doncourt aux templiers,5.73333,49.0667
romagne sous montfaucon,5.08333,49.3333
villotte sur aire,5.35,48.85
haumont pres samogneux,5.35251,49.2728
han sur meuse,5.53333,48.8667
baulny,5.01667,49.2667
bras sur meuse,5.38333,49.2167
futeau,5,49.0833
montplonne,5.16667,48.7
rarecourt,5.11667,49.0833
genicourt sur meuse,5.43333,49.0333
woel,5.73333,49.0333
thillot,5.66806,49.0262
romagne sous les cotes,5.48333,49.3167
beney en woevre,5.83333,48.9667
autrecourt sur aire,5.13333,49.0333
villers sur meuse,5.4,49.0167
eix,5.5,49.1833
ville sur saulx,5.06667,48.7167
richecourt,5.76667,48.8833
mauvages,5.55,48.6
pierrefitte sur aire,5.33333,48.9
brauvilliers,5.15,48.5833
rupt devant saint mihiel,5.41667,48.8833
villers aux vents,5.01667,48.85
belleville sur meuse,5.38333,49.1833
moirey flabas crepion,5.40306,49.3062
naives rosieres,5.21584,48.795
fontaines saint clair,5.23333,49.3667
martincourt sur meuse,5.16667,49.5333
blanzee,5.53333,49.1667
broussey en blois,5.55,48.6333
pintheville,5.66667,49.1167
wiseppe,5.16667,49.4667
marre,5.3,49.2
contrisson,4.95,48.8
dommary baroncourt,5.7,49.2833
montigny devant sassey,5.15,49.4333
saint jean les buzy,5.73333,49.1667
villers les mangiennes,5.5,49.3667
liny devant dun,5.2,49.35
euville,5.61667,48.75
etraye,5.38333,49.3333
sassey sur meuse,5.18333,49.4167
saudrupt,5.06667,48.7
esnes en argonne,5.21667,49.2167
epinonville,5.08333,49.2833
abainville,5.5,48.5333
bezonvaux,5.4675,49.2367
lion devant dun,5.21667,49.4167
warcq,5.65,49.1833
tresauvaux,5.6,49.0833
maxey sur vaise,5.66667,48.5333
saint aubin sur aire,5.45,48.7
maizeray,5.7,49.1
geville,5.69334,48.7712
biencourt sur orge,5.35,48.5667
rupt aux nonains,5.11667,48.6667
epiez sur meuse,5.63333,48.55
remennecourt,4.91667,48.8
ranzieres,5.5,49.0167
saint germain sur meuse,5.68333,48.65
montzeville,5.23333,49.1833
void vacon,5.61806,48.6878
thonnelle,5.36667,49.55
mangiennes,5.53333,49.35
saint joire,5.41667,48.6
guerpont,5.26667,48.7333
jonville en woevre,5.78333,49.0667
hennemont,5.66667,49.1333
evres,5.11667,48.9833
juvigny en perthois,5.15,48.6
cesse,5.16667,49.5167
lamorville,5.58333,48.9667
rouvres en woevre,5.68333,49.2167
rambluzin et benoite vaux,5.33333,49
nubecourt,5.16667,49
avillers sainte croix,5.7,49.0333
belrupt en verdunois,5.43333,49.1333
breux,5.38333,49.6
haudainville,5.41667,49.1167
riaville,5.66667,49.1
montbras,5.69389,48.5281
lacroix sur meuse,5.51667,48.9667
laheycourt,5.01667,48.8833
bethelainville,5.23333,49.1667
ancemont,5.41667,49.0667
neuvilly en argonne,5.06667,49.1667
vaux devant damloup,5.46667,49.2167
pagny sur meuse,5.71667,48.6833
bonnet,5.43333,48.5167
mouzay,5.21667,49.4667
vouthon bas,5.6,48.4833
chaillon,5.63333,48.95
sommedieue,5.46667,49.0833
erize la brulee,5.26667,48.85
erize saint dizier,5.28333,48.8167
brabant le roi,4.98333,48.85
thonne le thil,5.35,49.5833
montblainville,5.01667,49.25
goussaincourt,5.7,48.4833
rancourt sur ornain,4.91667,48.8167
parfondrupt,5.73333,49.15
saint pierrevillers,5.68362,49.3773
troussey,5.7,48.7
watronville,5.55,49.1333
baalon,5.25,49.4833
louvemont cote du poivre,5.39834,49.2378
halles sous les cotes,5.11667,49.45
tannois,5.23333,48.7167
givrauval,5.31667,48.6667
menil sur saulx,5.21667,48.6333
foameix ornel,5.60584,49.2339
morley,5.25,48.5833
gesnes en argonne,5.06667,49.3
courcelles en barrois,5.45,48.8167
varneville,5.65,48.8667
beauclair,5.11667,49.4667
breheville,5.33333,49.3833
beaufort en argonne,5.11667,49.4667
lamouilly,5.23333,49.55
foucaucourt sur thabas,5.1,49
inor,5.15,49.55
nepvant,5.21667,49.55
boviolles,5.41667,48.65
chauvency saint hubert,5.3,49.5333
cuisy,5.18333,49.2667
bouligny,5.75,49.2833
treveray,5.4,48.6167
bazincourt sur saulx,5.13333,48.6833
nant le grand,5.23333,48.6833
ugny sur meuse,5.7,48.6333
cierges sous montfaucon,5.08333,49.3
villeroy sur meholle,5.58333,48.6167
lemmes,5.28333,49.0667
neuville en verdunois,5.3,48.95
beaulieu en argonne,5.06667,49.0333
sivry la perche,5.25,49.15
delouze rosieres,5.52167,48.5637
pagny la blanche cote,5.71667,48.5333
bar le duc,5.16667,48.7833
fromereville les vallons,5.28333,49.15
chaumont devant damvillers,5.42584,49.307
chatillon sous les cotes,5.53333,49.15
damloup,5.5,49.2
thonne les pres,5.35,49.5333
nettancourt,4.95,48.8667
sauvoy,5.6,48.6333
abaucourt hautecourt,5.53973,49.197
verneuil grand,5.41667,49.5333
montsec,5.71667,48.8833
mogeville,5.53333,49.2333
sommeilles,4.95,48.9
brabant sur meuse,5.31667,49.2667
brocourt en argonne,5.16667,49.1167
ville sur cousances,5.16667,49.0833
delut,5.43333,49.4
courouvre,5.36667,48.9333
belleray,5.4,49.1333
duzey,5.63333,49.3667
aubreville,5.08333,49.15
clermont en argonne,5.06667,49.1
sepvigny,5.68333,48.5667
laneuville sur meuse,5.15,49.4833
dugny sur meuse,5.38333,49.1
bislee,5.5,48.8667
olizy sur chiers,5.21667,49.55
quincy landzecourt,5.28333,49.5
herbeuville,5.63333,49.05
charpentry,5.03333,49.2667
fromezey,5.58333,49.2167
vittarville,5.41667,49.3833
girauvoisin,5.63333,48.8
peuvillers,5.4,49.3667
murvaux,5.25,49.3833
malancourt,5.18333,49.2333
damvillers,5.4,49.3333
charny sur meuse,5.36667,49.2
combles en barrois,5.11667,48.75
andernay,4.95,48.8
courcelles sur aire,5.25,48.9333
sivry sur meuse,5.26667,49.3167
dannevoux,5.23333,49.3
lisle en rigault,5.05,48.7167
saint hilaire en woevre,5.7,49.0833
erneville aux bois,5.41389,48.7425
lerouville,5.55,48.7833
moulins saint hubert,5.11667,49.5833
dombras,5.46667,49.3833
jametz,5.38333,49.4333
vavincourt,5.21667,48.8167
cunel,5.11667,49.3333
xivray et marvoisin,5.75,48.8667
tronville en barrois,5.28333,48.7167
mouilly,5.53333,49.0333
morgemoulin,5.58333,49.2333
vignot,5.6,48.7667
woimbey,5.46667,48.9667
ligny en barrois,5.33333,48.6833
bannoncourt,5.5,48.95
fremereville sous les cotes,5.65473,48.8009
etain,5.63333,49.2167
brandeville,5.3,49.3833
sorbey,5.57889,49.3956
montiers sur saulx,5.26667,48.5333
montmedy,5.36667,49.5167
savonnieres devant bar,5.16667,48.75
billy sous mangiennes,5.58333,49.3333
willeroncourt,5.36667,48.7167
cousances les forges,5.08417,48.6103
lavincourt,5.15,48.6667
sauvigny,5.71667,48.5
souilly,5.28333,49.0167
nant le petit,5.21667,48.65
loisey culey,5.28473,48.7653
dieppe sous douaumont,5.51667,49.2167
savonnieres en perthois,5.13333,48.6
villers le sec,5.3,48.6167
villers sous pareid,5.73333,49.1167
moranville,5.55,49.1667
milly sur bradon,5.2,49.4
saint amand sur ornain,5.38333,48.6333
naix aux forges,5.38333,48.6333
seigneulles,5.23333,48.85
pont sur meuse,5.55,48.8
ornes,5.47195,49.2528
valbois,5.61695,48.9334
gercourt et drillancourt,5.23333,49.2833
les eparges,5.58333,49.05
nantillois,5.13333,49.3
demange aux eaux,5.46667,48.5833
saint laurent sur othain,5.51667,49.4
villotte devant louppy,5.08333,48.8833
vacherauville,5.36667,49.2167
labeuville,5.8,49.1
vaudeville le haut,5.6,48.45
thierville sur meuse,5.35,49.1667
hannonville sous les cotes,5.65862,49.0403
aulnois en perthois,5.13333,48.6333
vadonville,5.51667,48.8
brillon en barrois,5.1,48.7167
avocourt,5.15,49.2
dompierre aux bois,5.58333,49
gincrey,5.56667,49.25
nancois sur ornain,5.3,48.7167
les souhesmes rampont,5.25223,49.0837
heippes,5.3,49
fresnes en woevre,5.61667,49.1
rupt en woevre,5.48333,49.05
brabant en argonne,5.13333,49.1167
chalaines,5.68333,48.6
les hauts de chee,5.16695,48.8673
beaumont en verdunois,5.40778,49.2587
longeville en barrois,5.21667,48.7333
lahaymeix,5.41667,48.9333
silmont,5.25,48.7333
burey la cote,5.7,48.5
waly,5.1,49.0167
vauquois,5.06667,49.2
ronvaux,5.55,49.1333
lavoye,5.13333,49.0333
les paroches,5.5,48.9
saint remy la calonne,5.6,49.05
les islettes,5,49.1
nouillonpont,5.63333,49.35
bouquemont,5.45,48.9833
dommartin la montagne,5.61667,49.0333
saint andre en barrois,5.23333,49.0167
ourches sur meuse,5.7,48.6667
beurey sur saulx,5.03333,48.75
avioth,5.4,49.5667
menaucourt,5.35,48.65
chanteraine,5.37028,48.6806
haudiomont,5.56667,49.1167
meligny le grand,5.48333,48.6833
senoncourt les maujouy,5.33333,49.05
dompcevrin,5.48333,48.9333
thonne la long,5.41667,49.5667
longeaux,5.33333,48.65
very,5.06667,49.25
wavrille,5.38333,49.3333
broussey raulecourt,5.70389,48.8248
saint mihiel,5.55,48.9
revigny sur ornain,4.98333,48.8333
dombasle en argonne,5.18333,49.1333
koeur la petite,5.5,48.85
neuville sur ornain,5.05,48.8167
mogneville,5,48.7833
noyers auzecourt,4.97195,48.8848
val d ornain,5.06862,48.8017
nicey sur aire,5.33333,48.8833
dagonville,5.4,48.7833
villers devant dun,5.11667,49.4
saint maurice sous les cotes,5.68333,49.0167
spincourt,5.66667,49.3333
marcheville en woevre,5.68333,49.0833
flassigny,5.43333,49.4667
vigneulles les hattonchatel,5.70362,48.9812
longchamps sur aire,5.31667,48.9167
les roises,5.63333,48.45
forges sur meuse,5.28333,49.2667
autreville saint lambert,5.11667,49.5667
brixey aux chanoines,5.71667,48.4667
luzy saint martin,5.15,49.5333
marson sur barboure,5.45,48.6333
couvonges,5.03333,48.7833
salmagne,5.33333,48.75
reffroy,5.46667,48.6333
combres sous les cotes,5.63333,49.05
ecurey en verdunois,5.34973,49.3634
nonsard lamarche,5.76251,48.9312
dainville bertheleville,5.51667,48.4333
vaux les palameix,5.53333,49.0167
maulan,5.25,48.6667
dammarie sur saulx,5.23333,48.6
brouennes,5.25,49.5167
cheppy,5.06667,49.2333
gimecourt,5.36667,48.85
lignieres sur aire,5.38333,48.8167
chaumont sur aire,5.25,48.9333
varennes en argonne,5.03333,49.2333
rigny la salle,5.7,48.6167
chonville malaumont,5.49723,48.7506
recourt le creux,5.38333,49
seuil d argonne,5.06195,48.9787
pouilly sur meuse,5.11667,49.5333
chauvency le chateau,5.3,49.5167
marville,5.45,49.45
vilosnes haraumont,5.23195,49.3295
gouraincourt,5.65,49.3
aincreville,5.11667,49.3667
douaumont,5.43139,49.2201
jouy en argonne,5.21667,49.1333
recicourt,5.15,49.15
les trois domaines,5.28667,48.9667
domremy la canne,5.7,49.3
vaudoncourt,5.64862,49.3178
peillac,-2.21667,47.7167
beignon,-2.16667,47.9667
saint dolay,-2.15,47.55
neulliac,-2.98333,48.1333
le guerno,-2.4,47.5833
plouray,-3.38333,48.15
la vraie croix,-2.55,47.6833
moustoir ac,-2.83333,47.85
trefflean,-2.61667,47.6833
melrand,-3.11667,47.9833
limerzel,-2.36667,47.6333
ile d arz,1.19722,47.59
gestel,-3.45,47.8
la chapelle neuve,-2.95,47.8667
thehillac,-2.11667,47.5667
malansac,-2.3,47.6833
auray,-2.98333,47.6667
augan,-2.28333,47.9167
la trinite surzur,-2.6,47.6
monterblanc,-2.68333,47.75
questembert,-2.46667,47.6667
queven,-3.41667,47.7833
la trinite sur mer,-3.03333,47.5833
molac,-2.4,47.75
ile aux moines,1.15528,47.5967
la gacilly,-2.15,47.7667
la croix hellean,-2.5,47.95
theix,-2.66667,47.6333
bieuzy,2.93584,47.9825
sarzeau,-2.76667,47.5333
ferel,-2.35,47.4833
erdeven,-3.15,47.6333
locmalo,-3.19167,48.075
carnac,-3.08333,47.5833
kerfourn,-2.83333,48.0333
ploerdut,-3.28333,48.0833
cleguerec,-3.08333,48.1167
pleugriffet,-2.68333,47.9833
kernascleden,-3.31667,48
hellean,-2.46667,47.9667
saint abraham,-2.4,47.85
saint gildas de rhuys,-2.83333,47.5
le cours,-2.5,47.7333
lanvaudan,-3.26667,47.9
tredion,-2.6,47.7833
moreac,-2.81667,47.9167
cournon,-2.1,47.75
meslan,-3.43333,48
pontivy,-2.98333,48.0667
lorient,-3.36667,47.75
merlevenez,-3.23333,47.7333
la chapelle caro,1.57695,47.8653
locmariaquer,-2.95,47.5667
saint congard,-2.31667,47.7667
le sourn,-2.98333,48.05
carentoir,-2.13333,47.8167
guiscriff,-3.65,48.05
locmaria,-3.08333,47.2917
saint perreux,-2.1,47.6667
berne,-3.4,48
riantec,-3.31667,47.7167
landaul,-3.06667,47.75
saint thuriau,-2.95,48.0167
quelneuc,-2.06667,47.8167
guenin,-2.98333,47.9
locmaria grand champ,-2.78333,47.75
saint brieuc de mauron,-2.36667,48.0833
gourin,-3.6,48.1333
mauron,-2.3,48.0833
billio,-2.63333,47.8667
serent,-2.5,47.8167
lizio,-2.51667,47.8667
buleon,-2.7,47.9333
quily,-2.46667,47.8833
bignan,-2.76667,47.8833
saint malo des trois fontaines,-2.46667,48.0167
locmiquelic,-3.35,47.7167
reminiac,-2.25,47.85
guemene sur scorff,-3.2,48.0667
plumelec,-2.65,47.8333
les fougerets,-2.21667,47.7333
baden,-2.91667,47.6167
port louis,-3.35,47.7167
malestroit,-2.38333,47.8167
saint gorgon,-2.23333,47.65
sauzon,-3.21667,47.3667
sainte anne d auray,1.04611,47.7037
saint jean brevelay,-2.71667,47.85
vannes,-2.75,47.6667
le saint,-3.56667,48.0833
arradon,-2.83333,47.6333
marzan,-2.31667,47.5333
gourhel,-2.36667,47.9333
guegon,-2.56667,47.9333
sene,-2.75,47.6167
landevant,-3.11667,47.7667
